Country or Area,Time Period,Sex,Age group,Unit of measurement,Nature,Value
Sub-Saharan Africa,2005,Male,15 - 24,Percent,Not Available,49.6
Sub-Saharan Africa,2005,Male,15+,Percent,Not Available,43.6
Sub-Saharan Africa,2005,Male,25+,Percent,Not Available,41.4
Sub-Saharan Africa,2005,Total,15 - 24,Percent,Not Available,49.8
Sub-Saharan Africa,2005,Total,15+,Percent,Not Available,45.2
Sub-Saharan Africa,2005,Total,25+,Percent,Not Available,43.6
Sub-Saharan Africa,2000,Female,15 - 24,Percent,Not Available,57.4
Sub-Saharan Africa,2000,Female,15+,Percent,Not Available,54.8
Sub-Saharan Africa,2000,Female,25+,Percent,Not Available,53.8
Sub-Saharan Africa,2000,Male,15 - 24,Percent,Not Available,57.5
Sub-Saharan Africa,2000,Male,15+,Percent,Not Available,51.3
Sub-Saharan Africa,2000,Male,25+,Percent,Not Available,49.1
Sub-Saharan Africa,2000,Total,15 - 24,Percent,Not Available,57.4
Sub-Saharan Africa,2000,Total,15+,Percent,Not Available,52.8
Sub-Saharan Africa,2000,Total,25+,Percent,Not Available,51.2
Western Asia,2015,Female,15 - 24,Percent,Not Available,2.1
Western Asia,2015,Female,15+,Percent,Not Available,2
Western Asia,2015,Female,25+,Percent,Not Available,2
Western Asia,2015,Male,15 - 24,Percent,Not Available,3.8
Western Asia,2015,Male,15+,Percent,Not Available,3.5
Western Asia,2015,Male,25+,Percent,Not Available,3.4
Western Asia,2015,Total,15 - 24,Percent,Not Available,3.4
Western Asia,2015,Total,25+,Percent,Not Available,3.1
Western Asia,2015,Total,15+,Percent,Not Available,3.2
Western Asia,2010,Female,15 - 24,Percent,Not Available,1.1
Western Asia,2010,Female,15+,Percent,Not Available,1.4
Western Asia,2010,Female,25+,Percent,Not Available,1.5
Western Asia,2010,Male,15 - 24,Percent,Not Available,3.1
Western Asia,2010,Male,15+,Percent,Not Available,3.3
Western Asia,2010,Male,25+,Percent,Not Available,3.3
Western Asia,2010,Total,15 - 24,Percent,Not Available,2.6
Western Asia,2010,Total,15+,Percent,Not Available,2.9
Western Asia,2010,Total,25+,Percent,Not Available,3
Western Asia,2005,Female,15 - 24,Percent,Not Available,1.8
Western Asia,2005,Female,15+,Percent,Not Available,2
Western Asia,2005,Female,25+,Percent,Not Available,2
Western Asia,2005,Male,15 - 24,Percent,Not Available,3.8
Western Asia,2005,Male,15+,Percent,Not Available,3.7
Western Asia,2005,Male,25+,Percent,Not Available,3.7
Western Asia,2005,Total,15 - 24,Percent,Not Available,3.3
Western Asia,2005,Total,15+,Percent,Not Available,3.4
Western Asia,2005,Total,25+,Percent,Not Available,3.4
Western Asia,2000,Female,15 - 24,Percent,Not Available,1.3
Western Asia,2000,Female,15+,Percent,Not Available,1.6
Western Asia,2000,Female,25+,Percent,Not Available,1.7
Western Asia,2000,Male,15 - 24,Percent,Not Available,3.9
Western Asia,2000,Male,15+,Percent,Not Available,4.3
Western Asia,2000,Male,25+,Percent,Not Available,4.4
Western Asia,2000,Total,15 - 24,Percent,Not Available,3.2
Western Asia,2000,Total,15+,Percent,Not Available,3.8
Western Asia,2000,Total,25+,Percent,Not Available,3.9
Afghanistan,2005,Female,15 - 24,Percent,Modeled,83.1836090088
Afghanistan,2005,Total,25+,Percent,Modeled,78.1456832886
Afghanistan,2005,Total,15+,Percent,Modeled,78.5620422363
Afghanistan,2005,Total,15 - 24,Percent,Modeled,79.5826263428
Afghanistan,2005,Male,25+,Percent,Modeled,77.374710083
Afghanistan,2005,Male,15+,Percent,Modeled,77.7843322754
Afghanistan,2005,Male,15 - 24,Percent,Modeled,78.8342208862
Afghanistan,2005,Female,25+,Percent,Modeled,83.1153945923
Afghanistan,2005,Female,15+,Percent,Modeled,83.1388092041
Albania,2012,Total,25+,Percent,Estimated,0.2496356815
Albania,2012,Total,15+,Percent,Estimated,0.3227689564
Albania,2012,Total,15 - 24,Percent,Estimated,0.7996554375
Albania,2012,Male,25+,Percent,Estimated,0.1587239802
Albania,2012,Male,15+,Percent,Estimated,0.1808068901
Albania,2012,Male,15 - 24,Percent,Estimated,0.3225664198
Albania,2012,Female,25+,Percent,Estimated,0.3777779937
Albania,2012,Female,15+,Percent,Estimated,0.5238832831
Albania,2012,Female,15 - 24,Percent,Estimated,1.4982898235
Albania,2008,Female,15 - 24,Percent,Modeled,1.5458850861
Albania,2008,Total,25+,Percent,Modeled,0.3375198841
Albania,2008,Total,15+,Percent,Modeled,0.4057559669
Albania,2008,Total,15 - 24,Percent,Modeled,0.8419300318
Albania,2008,Male,25+,Percent,Modeled,0.3166772425
Albania,2008,Male,15+,Percent,Modeled,0.3200604916
Albania,2008,Male,15 - 24,Percent,Modeled,0.3420547247
Albania,2008,Female,25+,Percent,Modeled,0.3681047559
Albania,2008,Female,15+,Percent,Modeled,0.5308068991
Albania,2004,Total,25+,Percent,Modeled,0.4212768674
Albania,2004,Total,15+,Percent,Modeled,0.5793220401
Albania,2004,Total,15 - 24,Percent,Modeled,1.3414970636
Albania,2004,Male,25+,Percent,Modeled,0.4350265563
Albania,2004,Male,15+,Percent,Modeled,0.4538256526
Albania,2004,Male,15 - 24,Percent,Modeled,0.5558259487
Albania,2004,Female,25+,Percent,Modeled,0.4006429017
Albania,2004,Female,15+,Percent,Modeled,0.7589096427
Albania,2004,Female,15 - 24,Percent,Modeled,2.2395920753
Albania,2002,Female,15 - 24,Percent,Modeled,2.4763569832
Albania,2002,Total,25+,Percent,Modeled,0.5216331482
Albania,2002,Total,15+,Percent,Modeled,0.7011170387
Albania,2002,Total,15 - 24,Percent,Modeled,1.5282137394
Albania,2002,Male,25+,Percent,Modeled,0.5740951896
Albania,2002,Male,15+,Percent,Modeled,0.5926571488
Albania,2002,Male,15 - 24,Percent,Modeled,0.6911025047
Albania,2002,Female,25+,Percent,Modeled,0.4391467571
Albania,2002,Female,15+,Percent,Modeled,0.8617568612
Angola,2008,Total,25+,Percent,Modeled,19.921503067
Angola,2008,Total,15+,Percent,Modeled,21.4406242371
Angola,2008,Total,15 - 24,Percent,Modeled,25.5916595459
Angola,2008,Male,25+,Percent,Modeled,18.4756259918
Angola,2008,Male,15+,Percent,Modeled,20.6527118683
Angola,2008,Male,15 - 24,Percent,Modeled,26.7876720428
Angola,2008,Female,25+,Percent,Modeled,21.8219776154
Angola,2008,Female,15+,Percent,Modeled,22.4570007324
Angola,2008,Female,15 - 24,Percent,Modeled,24.1257019043
Argentina,2013,Female,15 - 24,Percent,Modeled,1.9177917242
Argentina,2013,Female,25+,Percent,Modeled,2.1499447823
Argentina,2013,Male,15 - 24,Percent,Modeled,2.7125229836
Argentina,2013,Male,15+,Percent,Modeled,2.4913098812
Argentina,2013,Male,25+,Percent,Modeled,2.4561753273
Argentina,2013,Total,15 - 24,Percent,Modeled,2.4190104008
Argentina,2013,Total,15+,Percent,Modeled,2.3429908752
Argentina,2013,Total,25+,Percent,Modeled,2.3316321373
Argentina,2013,Female,15+,Percent,Modeled,2.1222085953
Argentina,2012,Total,25+,Percent,Modeled,2.283652544
Argentina,2012,Female,15+,Percent,Modeled,2.0221238136
Argentina,2012,Female,15 - 24,Percent,Modeled,1.8564138412
Argentina,2012,Female,25+,Percent,Modeled,2.0447759628
Argentina,2012,Male,15 - 24,Percent,Modeled,2.8678221703
Argentina,2012,Male,15+,Percent,Modeled,2.5039980412
Argentina,2012,Male,25+,Percent,Modeled,2.4423980713
Argentina,2012,Total,15 - 24,Percent,Modeled,2.5146505833
Argentina,2012,Total,15+,Percent,Modeled,2.3148758411
Argentina,2011,Female,15 - 24,Percent,Modeled,1.8653309345
Argentina,2011,Female,25+,Percent,Modeled,2.0709347725
Argentina,2011,Male,15 - 24,Percent,Modeled,2.6524045467
Argentina,2011,Male,15+,Percent,Modeled,2.4738128185
Argentina,2011,Male,25+,Percent,Modeled,2.4453125
Argentina,2011,Total,15 - 24,Percent,Modeled,2.3625171185
Argentina,2011,Total,15+,Percent,Modeled,2.3037352562
Argentina,2011,Total,25+,Percent,Modeled,2.2948532104
Argentina,2011,Female,15+,Percent,Modeled,2.0459268093
Argentina,2010,Female,15 - 24,Percent,Modeled,1.920027256
Argentina,2010,Female,15+,Percent,Modeled,2.1216363907
Argentina,2010,Female,25+,Percent,Modeled,2.1494333744
Argentina,2010,Male,15 - 24,Percent,Modeled,2.8663556576
Argentina,2010,Male,15+,Percent,Modeled,2.5892968178
Argentina,2010,Male,25+,Percent,Modeled,2.5432608128
Argentina,2010,Total,15 - 24,Percent,Modeled,2.5264625549
Argentina,2010,Total,15+,Percent,Modeled,2.4035170078
Argentina,2010,Total,25+,Percent,Modeled,2.3844909668
Argentina,2009,Female,15 - 24,Percent,Modeled,2.1258571148
Argentina,2009,Female,15+,Percent,Modeled,2.3028583527
Argentina,2009,Male,15 - 24,Percent,Modeled,2.9592180252
Argentina,2009,Male,15+,Percent,Modeled,2.6403343678
Argentina,2009,Male,25+,Percent,Modeled,2.5871944427
Argentina,2009,Total,15 - 24,Percent,Modeled,2.6455550194
Argentina,2009,Total,25+,Percent,Modeled,2.4806478024
Argentina,2009,Total,15+,Percent,Modeled,2.5030550957
Argentina,2009,Female,25+,Percent,Modeled,2.3283112049
Argentina,2008,Total,25+,Percent,Modeled,2.5273118019
Argentina,2008,Total,15+,Percent,Modeled,2.5536255836
Argentina,2008,Total,15 - 24,Percent,Modeled,2.716776371
Argentina,2008,Male,15+,Percent,Modeled,2.7496576309
Argentina,2008,Male,15 - 24,Percent,Modeled,3.0156164169
Argentina,2008,Female,25+,Percent,Modeled,2.2631061077
Argentina,2008,Female,15+,Percent,Modeled,2.2604010105
Argentina,2008,Female,15 - 24,Percent,Modeled,2.2429280281
Argentina,2008,Male,25+,Percent,Modeled,2.7056007385
Argentina,2007,Total,25+,Percent,Modeled,2.6330046654
Argentina,2007,Total,15+,Percent,Modeled,2.6788880825
Argentina,2007,Total,15 - 24,Percent,Modeled,2.9535093307
Argentina,2007,Male,15+,Percent,Modeled,2.9155073166
Argentina,2007,Male,15 - 24,Percent,Modeled,3.3244218826
Argentina,2007,Female,25+,Percent,Modeled,2.3164863586
Argentina,2007,Female,15+,Percent,Modeled,2.3184053898
Argentina,2007,Female,15 - 24,Percent,Modeled,2.3307182789
Argentina,2007,Male,25+,Percent,Modeled,2.8441264629
Argentina,2006,Female,15 - 24,Percent,Modeled,2.3368692398
Argentina,2006,Male,25+,Percent,Modeled,2.9253423214
Argentina,2006,Total,25+,Percent,Modeled,2.7097885609
Argentina,2006,Total,15+,Percent,Modeled,2.765386343
Argentina,2006,Total,15 - 24,Percent,Modeled,3.0932557583
Argentina,2006,Male,15+,Percent,Modeled,3.0166859627
Argentina,2006,Male,15 - 24,Percent,Modeled,3.5225644112
Argentina,2006,Female,25+,Percent,Modeled,2.3876721859
Argentina,2006,Female,15+,Percent,Modeled,2.3809249401
Argentina,2005,Total,25+,Percent,Modeled,2.9198982716
Argentina,2005,Total,15+,Percent,Modeled,2.9834098816
Argentina,2005,Total,15 - 24,Percent,Modeled,3.3605341911
Argentina,2005,Male,25+,Percent,Modeled,3.1508505344
Argentina,2005,Male,15+,Percent,Modeled,3.2567572594
Argentina,2005,Male,15 - 24,Percent,Modeled,3.8451650143
Argentina,2005,Female,25+,Percent,Modeled,2.5781464577
Argentina,2005,Female,15+,Percent,Modeled,2.5688362122
Argentina,2005,Female,15 - 24,Percent,Modeled,2.5072920322
Argentina,2004,Female,15 - 24,Percent,Modeled,2.8041307926
Argentina,2004,Total,25+,Percent,Modeled,3.1581575871
Argentina,2004,Total,15+,Percent,Modeled,3.2338731289
Argentina,2004,Total,15 - 24,Percent,Modeled,3.6807293892
Argentina,2004,Male,25+,Percent,Modeled,3.4250292778
Argentina,2004,Male,15+,Percent,Modeled,3.5419225693
Argentina,2004,Male,15 - 24,Percent,Modeled,4.1970257759
Argentina,2004,Female,25+,Percent,Modeled,2.7618174553
Argentina,2004,Female,15+,Percent,Modeled,2.7675302029
Argentina,2003,Total,25+,Percent,Modeled,3.3289973736
Argentina,2003,Total,15+,Percent,Modeled,3.3748121262
Argentina,2003,Total,15 - 24,Percent,Modeled,3.678347826
Argentina,2003,Male,25+,Percent,Modeled,3.7299618721
Argentina,2003,Male,15+,Percent,Modeled,3.7870652676
Argentina,2003,Male,15 - 24,Percent,Modeled,4.1650047302
Argentina,2003,Female,25+,Percent,Modeled,2.6839776039
Argentina,2003,Female,15+,Percent,Modeled,2.7113935947
Argentina,2003,Female,15 - 24,Percent,Modeled,2.8933377266
Argentina,2002,Female,15 - 24,Percent,Modeled,3.5050783157
Argentina,2002,Total,25+,Percent,Modeled,3.9893937111
Argentina,2002,Total,15+,Percent,Modeled,4.0502924919
Argentina,2002,Total,15 - 24,Percent,Modeled,4.453394413
Argentina,2002,Male,25+,Percent,Modeled,4.4602985382
Argentina,2002,Male,15+,Percent,Modeled,4.5333805084
Argentina,2002,Male,15 - 24,Percent,Modeled,5.0089793205
Argentina,2002,Female,25+,Percent,Modeled,3.2212588787
Argentina,2002,Female,15+,Percent,Modeled,3.2576005459
Argentina,2001,Total,25+,Percent,Modeled,2.9928855896
Argentina,2001,Total,15+,Percent,Modeled,3.0783414841
Argentina,2001,Total,15 - 24,Percent,Modeled,3.5822100639
Argentina,2001,Male,25+,Percent,Modeled,3.3673887253
Argentina,2001,Male,15+,Percent,Modeled,3.4739296436
Argentina,2001,Male,15 - 24,Percent,Modeled,4.0929722786
Argentina,2001,Female,25+,Percent,Modeled,2.3776459694
Argentina,2001,Female,15+,Percent,Modeled,2.4247686863
Argentina,2001,Female,15 - 24,Percent,Modeled,2.7095286846
Argentina,2000,Female,15 - 24,Percent,Modeled,2.3108961582
Argentina,2000,Total,25+,Percent,Modeled,2.4775788784
Argentina,2000,Total,15+,Percent,Modeled,2.5720393658
Argentina,2000,Total,15 - 24,Percent,Modeled,3.0780084133
Argentina,2000,Male,25+,Percent,Modeled,2.7954821587
Argentina,2000,Male,15+,Percent,Modeled,2.9114141464
Argentina,2000,Male,15 - 24,Percent,Modeled,3.5241208076
Argentina,2000,Female,25+,Percent,Modeled,1.95028615
Argentina,2000,Female,15+,Percent,Modeled,2.0059437752
Armenia,2013,Male,15+,Percent,Estimated,2.3325712681
Armenia,2013,Female,15 - 24,Percent,Estimated,1.3226081133
Armenia,2013,Female,15+,Percent,Estimated,2.0119566917
Armenia,2013,Female,25+,Percent,Estimated,2.071886301
Armenia,2013,Male,15 - 24,Percent,Estimated,3.52009058
Armenia,2013,Male,25+,Percent,Estimated,2.202190876
Armenia,2013,Total,15 - 24,Percent,Estimated,2.6532161236
Armenia,2013,Total,15+,Percent,Estimated,2.1895022392
Armenia,2013,Total,25+,Percent,Estimated,2.1433737278
Armenia,2012,Female,15 - 24,Percent,Modeled,0.9320512414
Armenia,2012,Female,15+,Percent,Modeled,1.5235363245
Armenia,2012,Female,25+,Percent,Modeled,1.5748444796
Armenia,2012,Male,15 - 24,Percent,Modeled,2.4861180782
Armenia,2012,Male,25+,Percent,Modeled,1.4801820517
Armenia,2012,Total,15 - 24,Percent,Modeled,1.921323657
Armenia,2012,Total,15+,Percent,Modeled,1.5607562065
Armenia,2012,Total,25+,Percent,Modeled,1.5223865509
Armenia,2012,Male,15+,Percent,Modeled,1.5897538662
Armenia,2011,Male,25+,Percent,Modeled,1.5006664991
Armenia,2011,Female,15+,Percent,Modeled,1.3068845272
Armenia,2011,Female,15 - 24,Percent,Modeled,0.751860857
Armenia,2011,Female,25+,Percent,Modeled,1.3566647768
Armenia,2011,Male,15 - 24,Percent,Modeled,1.8569556475
Armenia,2011,Male,15+,Percent,Modeled,1.5410741568
Armenia,2011,Total,15 - 24,Percent,Modeled,1.4711668491
Armenia,2011,Total,15+,Percent,Modeled,1.441552639
Armenia,2011,Total,25+,Percent,Modeled,1.4382549524
Armenia,2010,Female,15 - 24,Percent,Modeled,0.4839357138
Armenia,2010,Female,15+,Percent,Modeled,1.0039484501
Armenia,2010,Female,25+,Percent,Modeled,1.0481197834
Armenia,2010,Male,15 - 24,Percent,Modeled,1.1489998102
Armenia,2010,Total,15 - 24,Percent,Modeled,0.9483523369
Armenia,2010,Total,15+,Percent,Modeled,1.2158339024
Armenia,2010,Total,25+,Percent,Modeled,1.2469898462
Armenia,2010,Male,25+,Percent,Modeled,1.387316823
Armenia,2010,Male,15+,Percent,Modeled,1.3582829237
Armenia,2009,Total,25+,Percent,Estimated,0.7522919774
Armenia,2009,Male,25+,Percent,Estimated,0.7866778374
Armenia,2009,Male,15+,Percent,Estimated,0.7327843308
Armenia,2009,Female,15 - 24,Percent,Estimated,0.2380577624
Armenia,2009,Female,15+,Percent,Estimated,0.667334795
Armenia,2009,Female,25+,Percent,Estimated,0.7055385709
Armenia,2009,Male,15 - 24,Percent,Estimated,0.3093005419
Armenia,2009,Total,15 - 24,Percent,Estimated,0.2851037085
Armenia,2009,Total,15+,Percent,Estimated,0.7055980563
Armenia,2008,Female,15 - 24,Percent,Modeled,0.6345501542
Armenia,2008,Female,15+,Percent,Modeled,1.1699928045
Armenia,2008,Female,25+,Percent,Modeled,1.2319558859
Armenia,2008,Male,15 - 24,Percent,Modeled,0.9197907448
Armenia,2008,Male,25+,Percent,Modeled,1.8300805092
Armenia,2008,Total,15 - 24,Percent,Modeled,0.8162169456
Armenia,2008,Total,15+,Percent,Modeled,1.499220252
Armenia,2008,Total,25+,Percent,Modeled,1.5875011683
Armenia,2008,Male,15+,Percent,Modeled,1.719352603
Armenia,2007,Total,25+,Percent,Modeled,2.3092448711
Armenia,2007,Male,15+,Percent,Modeled,2.4403204918
Armenia,2007,Female,15 - 24,Percent,Modeled,1.2031769753
Armenia,2007,Female,15+,Percent,Modeled,1.9015599489
Armenia,2007,Female,25+,Percent,Modeled,1.9856466055
Armenia,2007,Male,15 - 24,Percent,Modeled,1.7514464855
Armenia,2007,Male,25+,Percent,Modeled,2.5381536484
Armenia,2007,Total,15 - 24,Percent,Modeled,1.545907259
Armenia,2007,Total,15+,Percent,Modeled,2.2196013927
Armenia,2006,Female,15 - 24,Percent,Modeled,1.5872476101
Armenia,2006,Female,15+,Percent,Modeled,2.4042966366
Armenia,2006,Female,25+,Percent,Modeled,2.5081839561
Armenia,2006,Male,15 - 24,Percent,Modeled,2.3327798843
