"Country or Area","Year(s)","Variant","Value"
"Barbados","2015","Medium variant","58.443"
"Barbados","2010","Constant-fertility scenario","55.608"
"Barbados","2010","High variant","55.608"
"Barbados","2010","Low variant","55.608"
"Barbados","2010","Medium variant","55.608"
"Barbados","2005","Medium variant","52.768"
"Barbados","2000","Medium variant","49.981"
"Barbados","1995","Estimate variant","47.3"
"Barbados","1990","Estimate variant","44.778"
"Barbados","1985","Estimate variant","42.454"
"Barbados","1980","Estimate variant","40.163"
"Barbados","1975","Estimate variant","38.596"
"Barbados","1970","Estimate variant","37.071"
"Barbados","1965","Estimate variant","36.234"
"Barbados","1960","Estimate variant","35.437"
"Barbados","1955","Estimate variant","34.649"
"Barbados","1950","Estimate variant","33.868"
"Belarus","2030","Constant-fertility scenario","77.493"
"Belarus","2030","High variant","77.493"
"Belarus","2030","Low variant","77.493"
"Belarus","2030","Medium variant","77.493"
"Belarus","2025","Constant-fertility scenario","75.898"
"Belarus","2025","High variant","75.898"
"Belarus","2025","Low variant","75.898"
"Belarus","2025","Medium variant","75.898"
"Belarus","2020","Constant-fertility scenario","74.184"
"Belarus","2020","High variant","74.184"
"Belarus","2020","Low variant","74.184"
"Belarus","2020","Medium variant","74.184"
"Belarus","2015","Constant-fertility scenario","72.636"
"Belarus","2015","High variant","72.636"
"Belarus","2015","Low variant","72.636"
"Belarus","2015","Medium variant","72.636"
"Belarus","2010","Constant-fertility scenario","71.301"
"Belarus","2010","High variant","71.301"
"Belarus","2010","Low variant","71.301"
"Belarus","2010","Medium variant","71.301"
"Belarus","2005","Medium variant","70.222"
"Belarus","2000","Medium variant","69.431"
"Belarus","1995","Estimate variant","68.754"
"Belarus","1990","Estimate variant","66.252"
"Belarus","1985","Estimate variant","61.868"
"Belarus","1980","Estimate variant","56.501"
"Belarus","1975","Estimate variant","50.33"
"Belarus","1970","Estimate variant","43.885"
"Belarus","1965","Estimate variant","37.931"
"Belarus","1960","Estimate variant","32.347"
"Belarus","1955","Estimate variant","27.224"
"Belarus","1950","Estimate variant","22.641"
"Belgium","2030","Constant-fertility scenario","98.384"
"Belgium","2030","High variant","98.384"
"Belgium","2030","Low variant","98.384"
"Belgium","2030","Medium variant","98.384"
"Belgium","2025","Constant-fertility scenario","98.285"
"Belgium","2025","High variant","98.285"
"Belgium","2025","Low variant","98.285"
"Belgium","2025","Medium variant","98.285"
"Belgium","2020","Constant-fertility scenario","98.181"
"Belgium","2020","High variant","98.181"
"Belgium","2020","Low variant","98.181"
"Belgium","2020","Medium variant","98.181"
"Belgium","2015","Constant-fertility scenario","98.041"
"Belgium","2015","High variant","98.041"
"Belgium","2015","Low variant","98.041"
"Belgium","2015","Medium variant","98.041"
"Belgium","2010","Constant-fertility scenario","97.86"
"Belgium","2010","High variant","97.86"
"Belgium","2010","Low variant","97.86"
"Belgium","2010","Medium variant","97.86"
"Belgium","2005","Medium variant","97.629"
"Belgium","2000","Medium variant","97.335"
"Belgium","1995","Estimate variant","96.963"
"Belgium","1990","Estimate variant","96.536"
"Belgium","1985","Estimate variant","96.013"
"Belgium","1980","Estimate variant","95.435"
"Belgium","1975","Estimate variant","94.915"
"Belgium","1970","Estimate variant","94.312"
"Belgium","1965","Estimate variant","93.356"
"Belgium","1960","Estimate variant","92.46"
"Belgium","1955","Estimate variant","91.978"
"Belgium","1950","Estimate variant","91.467"
"Belize","2030","Constant-fertility scenario","59.797"
"Belize","2030","High variant","59.797"
"Belize","2030","Low variant","59.797"
"Belize","2030","Medium variant","59.797"
"Belize","2025","Constant-fertility scenario","57.032"
"Belize","2025","High variant","57.032"
"Belize","2025","Low variant","57.032"
"Belize","2025","Medium variant","57.032"
"Belize","2020","Constant-fertility scenario","54.129"
"Belize","2020","High variant","54.129"
"Belize","2020","Low variant","54.129"
"Belize","2020","Medium variant","54.129"
"Belize","2015","Constant-fertility scenario","51.722"
"Belize","2015","High variant","51.722"
"Belize","2015","Low variant","51.722"
"Belize","2015","Medium variant","51.722"
"Belize","2010","Constant-fertility scenario","49.875"
"Belize","2010","High variant","49.875"
"Belize","2010","Low variant","49.875"
"Belize","2010","Medium variant","49.875"
"Belize","2005","Medium variant","48.627"
"Belize","2000","Medium variant","48"
"Belize","1995","Estimate variant","48"
"Belize","1990","Estimate variant","48.11"
"Belize","1985","Estimate variant","48.746"
"Belize","1980","Estimate variant","49.382"
"Belize","1975","Estimate variant","50.17"
"Belize","1970","Estimate variant","50.963"
"Belize","1965","Estimate variant","52.48"
"Belize","1960","Estimate variant","54.027"
"Belize","1955","Estimate variant","55.568"
"Belize","1950","Estimate variant","57.097"
"Benin","2030","Constant-fertility scenario","61.41"
"Benin","2030","High variant","61.41"
"Benin","2030","Low variant","61.41"
"Benin","2030","Medium variant","61.41"
"Benin","2025","Constant-fertility scenario","58.733"
"Benin","2025","High variant","58.733"
"Benin","2025","Low variant","58.733"
"Benin","2025","Medium variant","58.733"
"Benin","2020","Constant-fertility scenario","55.913"
"Benin","2020","High variant","55.913"
"Benin","2020","Low variant","55.913"
"Benin","2020","Medium variant","55.913"
"Benin","2015","Constant-fertility scenario","52.958"
"Benin","2015","High variant","52.958"
"Benin","2015","Low variant","52.958"
"Benin","2015","Medium variant","52.958"
"Benin","2010","Constant-fertility scenario","49.653"
"Benin","2010","High variant","49.653"
"Benin","2010","Low variant","49.653"
"Benin","2010","Medium variant","49.653"
"Benin","2005","Medium variant","46.06"
"Benin","2000","Medium variant","42.265"
"Benin","1995","Estimate variant","38.371"
"Benin","1990","Estimate variant","34.486"
"Benin","1985","Estimate variant","30.797"
"Benin","1980","Estimate variant","27.339"
"Benin","1975","Estimate variant","21.906"
"Benin","1970","Estimate variant","16.692"
"Benin","1965","Estimate variant","12.52"
"Benin","1960","Estimate variant","9.275"
"Benin","1955","Estimate variant","6.805"
"Benin","1950","Estimate variant","4.957"
"Bermuda","2030","Constant-fertility scenario","100"
"Bermuda","2030","High variant","100"
"Bermuda","2030","Low variant","100"
"Bermuda","2030","Medium variant","100"
"Bermuda","2025","Constant-fertility scenario","100"
"Bermuda","2025","High variant","100"
"Bermuda","2025","Low variant","100"
"Bermuda","2025","Medium variant","100"
"Bermuda","2020","Constant-fertility scenario","100"
"Bermuda","2020","High variant","100"
"Bermuda","2020","Low variant","100"
"Bermuda","2020","Medium variant","100"
"Bermuda","2015","Constant-fertility scenario","100"
"Bermuda","2015","High variant","100"
"Bermuda","2015","Low variant","100"
"Bermuda","2015","Medium variant","100"
"Bermuda","2010","Constant-fertility scenario","100"
"Bermuda","2010","High variant","100"
"Bermuda","2010","Low variant","100"
"Bermuda","2010","Medium variant","100"
"Bermuda","2005","Medium variant","100"
"Bermuda","2000","Medium variant","100"
"Bermuda","1995","Estimate variant","100"
"Bermuda","1990","Estimate variant","100"
"Bermuda","1985","Estimate variant","100"
"Bermuda","1980","Estimate variant","100"
"Bermuda","1975","Estimate variant","100"
"Bermuda","1970","Estimate variant","100"
"Bermuda","1965","Estimate variant","100"
"Bermuda","1960","Estimate variant","100"
"Bermuda","1955","Estimate variant","100"
"Bermuda","1950","Estimate variant","100"
"Bhutan","2030","Constant-fertility scenario","17.904"
"Bhutan","2030","High variant","17.904"
"Bhutan","2030","Low variant","17.904"
"Bhutan","2030","Medium variant","17.904"
"Bhutan","2025","Constant-fertility scenario","15.568"
"Bhutan","2025","High variant","15.568"
"Bhutan","2025","Low variant","15.568"
"Bhutan","2025","Medium variant","15.568"
"Bhutan","2020","Constant-fertility scenario","13.455"
"Bhutan","2020","High variant","13.455"
"Bhutan","2020","Low variant","13.455"
"Bhutan","2020","Medium variant","13.455"
"Bhutan","2015","Constant-fertility scenario","11.564"
"Bhutan","2015","High variant","11.564"
"Bhutan","2015","Low variant","11.564"
"Bhutan","2015","Medium variant","11.564"
"Bhutan","2010","Constant-fertility scenario","9.889"
"Bhutan","2010","High variant","9.889"
"Bhutan","2010","Low variant","9.889"
"Bhutan","2010","Medium variant","9.889"
"Bhutan","2005","Medium variant","8.419"
"Bhutan","2000","Medium variant","7.139"
"Bhutan","1995","Estimate variant","6.032"
"Bhutan","1990","Estimate variant","5.151"
"Bhutan","1985","Estimate variant","4.45"
"Bhutan","1980","Estimate variant","3.893"
"Bhutan","1975","Estimate variant","3.45"
"Bhutan","1970","Estimate variant","3.1"
"Bhutan","1965","Estimate variant","2.784"
"Bhutan","1960","Estimate variant","2.5"
"Bhutan","1955","Estimate variant","2.292"
"Bhutan","1950","Estimate variant","2.1"
"Bolivia (Plurinational State of)","2030","Constant-fertility scenario","75.503"
"Bolivia (Plurinational State of)","2030","High variant","75.503"
"Bolivia (Plurinational State of)","2030","Low variant","75.503"
"Bolivia (Plurinational State of)","2030","Medium variant","75.503"
"Bolivia (Plurinational State of)","2025","Constant-fertility scenario","73.76"
"Bolivia (Plurinational State of)","2025","High variant","73.76"
"Bolivia (Plurinational State of)","2025","Low variant","73.76"
"Bolivia (Plurinational State of)","2025","Medium variant","73.76"
"Bolivia (Plurinational State of)","2020","Constant-fertility scenario","71.89"
"Bolivia (Plurinational State of)","2020","High variant","71.89"
"Bolivia (Plurinational State of)","2020","Low variant","71.89"
"Bolivia (Plurinational State of)","2020","Medium variant","71.89"
"Bolivia (Plurinational State of)","2015","Constant-fertility scenario","69.886"
"Bolivia (Plurinational State of)","2015","High variant","69.886"
"Bolivia (Plurinational State of)","2015","Low variant","69.886"
"Bolivia (Plurinational State of)","2015","Medium variant","69.886"
"Bolivia (Plurinational State of)","2010","Constant-fertility scenario","67.621"
"Bolivia (Plurinational State of)","2010","High variant","67.621"
"Bolivia (Plurinational State of)","2010","Low variant","67.621"
"Bolivia (Plurinational State of)","2010","Medium variant","67.621"
"Bolivia (Plurinational State of)","2005","Medium variant","65.102"
"Bolivia (Plurinational State of)","2000","Medium variant","62.351"
"Bolivia (Plurinational State of)","1995","Estimate variant","59.401"
"Bolivia (Plurinational State of)","1990","Estimate variant","55.58"
"Bolivia (Plurinational State of)","1985","Estimate variant","50.522"
"Bolivia (Plurinational State of)","1980","Estimate variant","45.452"
"Bolivia (Plurinational State of)","1975","Estimate variant","41.314"
"Bolivia (Plurinational State of)","1970","Estimate variant","39.776"
"Bolivia (Plurinational State of)","1965","Estimate variant","38.258"
"Bolivia (Plurinational State of)","1960","Estimate variant","36.763"
"Bolivia (Plurinational State of)","1955","Estimate variant","35.292"
"Bolivia (Plurinational State of)","1950","Estimate variant","33.849"
"Bosnia and Herzegovina","2030","Constant-fertility scenario","59.528"
"Bosnia and Herzegovina","2030","High variant","59.528"
"Bosnia and Herzegovina","2030","Low variant","59.528"
"Bosnia and Herzegovina","2030","Medium variant","59.528"
"Bosnia and Herzegovina","2025","Constant-fertility scenario","56.749"
"Bosnia and Herzegovina","2025","High variant","56.749"
"Bosnia and Herzegovina","2025","Low variant","56.749"
"Bosnia and Herzegovina","2025","Medium variant","56.749"
"Bosnia and Herzegovina","2020","Constant-fertility scenario","53.832"
"Bosnia and Herzegovina","2020","High variant","53.832"
"Bosnia and Herzegovina","2020","Low variant","53.832"
"Bosnia and Herzegovina","2020","Medium variant","53.832"
"Bosnia and Herzegovina","2015","Constant-fertility scenario","50.79"
"Bosnia and Herzegovina","2015","High variant","50.79"
"Bosnia and Herzegovina","2015","Low variant","50.79"
"Bosnia and Herzegovina","2015","Medium variant","50.79"
"Bosnia and Herzegovina","2010","Constant-fertility scenario","47.926"
"Bosnia and Herzegovina","2010","High variant","47.926"
"Bosnia and Herzegovina","2010","Low variant","47.926"
"Bosnia and Herzegovina","2010","Medium variant","47.926"
"Bosnia and Herzegovina","2005","Medium variant","45.3"
"Bosnia and Herzegovina","2000","Medium variant","42.959"
"Bosnia and Herzegovina","1995","Estimate variant","40.935"
"Bosnia and Herzegovina","1990","Estimate variant","39.25"
"Bosnia and Herzegovina","1985","Estimate variant","37.59"
"Bosnia and Herzegovina","1980","Estimate variant","35.543"
"Bosnia and Herzegovina","1975","Estimate variant","31.289"
"Bosnia and Herzegovina","1970","Estimate variant","27.202"
"Bosnia and Herzegovina","1965","Estimate variant","22.818"
"Bosnia and Herzegovina","1960","Estimate variant","19.04"
"Bosnia and Herzegovina","1955","Estimate variant","16.174"
"Bosnia and Herzegovina","1950","Estimate variant","13.666"
"Botswana","2030","Constant-fertility scenario","63.835"
"Botswana","2030","High variant","63.835"
"Botswana","2030","Low variant","63.835"
"Botswana","2030","Medium variant","63.835"
"Botswana","2025","Constant-fertility scenario","61.299"
