"Country or Area","Year","Sex","Classification","Subclassification","Coverage","Scope","Source","SourceID","Value","Value Footnotes"
"Bosnia and Herzegovina","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","819.93","11"
"Bosnia and Herzegovina","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","784.58","11"
"Bosnia and Herzegovina","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","770.85","11"
"Bosnia and Herzegovina","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","709.86","11"
"Bosnia and Herzegovina","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","651.85","11"
"Bosnia and Herzegovina","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","606.94","11"
"Bosnia and Herzegovina","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 0","550.8","11"
"Botswana","2006","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","2614","12,13,14"
"Botswana","2006","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","2947","12,13,14"
"Botswana","2006","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","2168","12,13,14"
"Botswana","2005","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","2141","12,13,14,15"
"Botswana","2005","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","2348","12,13,14,15"
"Botswana","2005","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1800","12,13,14,15"
"Botswana","2004","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1984","12,13,14"
"Botswana","2004","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","2137","12,13,14"
"Botswana","2004","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1748","12,13,14"
"Botswana","2003","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1719","12,13,14,15"
"Botswana","2003","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1867","12,13,14,15"
"Botswana","2003","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1490","12,13,14,15"
"Botswana","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1704","12,13,14"
"Botswana","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1823","12,13,14"
"Botswana","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1525","12,13,14"
"Botswana","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1660","12,13,14"
"Botswana","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1593","12,13,14"
"Botswana","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1668","12,13,14"
"Botswana","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1482","12,13,14"
"Botswana","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1428","12,13,14"
"Botswana","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1449","12,13,14"
"Botswana","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1398","12,13,14"
"Botswana","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1183","12,13,14"
"Botswana","1998","Men","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1266","12,13,14,15"
"Botswana","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1266","12,13,14,15"
"Botswana","1998","Women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1229","12,13,14,15"
"Botswana","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1229","12,13,14,15"
"Botswana","1997","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","969","12,13,14,15"
"Botswana","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","1019","12,13,14"
"Botswana","1996","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","923","12,13,14,15"
"Botswana","1995","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","878","12,13,14"
"Botswana","1994","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","828","12,13,14"
"Botswana","1993","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","799","12,13,14"
"Botswana","1992","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","660","12,13,14"
"Botswana","1991","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","548","12,13,14"
"Botswana","1990","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","479","12,13,14"
"Botswana","1989","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","433","12,13,14"
"Botswana","1988","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","347.29","12,13,14"
"Botswana","1987","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","309.17","12,13,14"
"Botswana","1986","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","302.36","12,13,14"
"Botswana","1985","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","263.05","12,13,14,16"
"Botswana","1984","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","228.74","12,13,14"
"Botswana","1983","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","208.17","12,13,14"
"Botswana","1982","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","175.27","12,13,14"
"Botswana","1981","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","155","12,13,14"
"Botswana","1980","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","148","12,13,14"
"Botswana","1979","Total men and women","ISIC-Rev.2","Total.","Employees","Earnings per month","Labour-related establishment survey","# 2","115","12,13,14"
"Brazil","2002","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","885.39","6"
"Brazil","2002","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","952.64","6"
"Brazil","2002","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","783.69","6"
"Brazil","2001","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","829.88","6"
"Brazil","2001","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","896.67","6"
"Brazil","2001","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","727.77","6"
"Brazil","2000","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","766.53","6"
"Brazil","2000","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","823.48","6"
"Brazil","2000","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","677.71","6"
"Brazil","1999","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","746.69","6"
"Brazil","1999","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","809.18","6"
"Brazil","1999","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","649.49","6"
"Brazil","1998","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","711.55","6"
"Brazil","1998","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","767.23","6"
"Brazil","1998","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","622.26","6"
"Brazil","1997","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","681.68","6"
"Brazil","1997","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","743.01","6"
"Brazil","1997","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","581.31","6"
"Brazil","1996","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","636.18","6"
"Brazil","1996","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","700.46","6"
"Brazil","1996","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","530.36","6"
"Brazil","1995","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","578.87","6"
"Brazil","1995","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","635.93","6"
"Brazil","1995","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","483.19","6"
"Brazil","1994","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","428.59","6"
"Brazil","1994","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","470.93","6"
"Brazil","1994","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Administrative reports","# 0","356.23","6"
"Bulgaria","2008","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","524","17"
"Bulgaria","2008","Total men and women","ISIC-Rev.4","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","524",""
"Bulgaria","2007","Total men and women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","431","17"
"Bulgaria","2007","Total men and women","ISIC-Rev.4","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","431",""
"Bulgaria","2007","Men","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","469","17"
"Bulgaria","2007","Men","ISIC-Rev.4","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","469",""
"Bulgaria","2007","Women","ISIC-Rev.3","Total.","Employees","Earnings per month","Labour-related establishment census","# 0","391","17"
