"EDULIT_IND","Indicator","LOCATION","Country","TIME","Time","Value","Flag Codes","Flags"
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2009","2009",2937,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2010","2010",3726,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2011","2011",4084,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2012","2012",4493,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2013","2013",2568,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2014","2014",2174,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","ARE","United Arab Emirates","2015","2015",2030,,
"26215","Graduates from ISCED 5 programmes in tertiary education, both sexes (number)","BOL","Bolivia (Plurinational State of)","2000","2000",4236,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","1999","1999",2388,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2000","2000",1964,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2001","2001",2924,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2003","2003",5154,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2004","2004",4342,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2005","2005",5220,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2006","2006",7370,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2009","2009",18988,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2011","2011",34673,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2012","2012",31496,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2013","2013",37384,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2014","2014",26508,,
"26375","Graduates from tertiary education, both sexes (number)","LAO","Lao People's Democratic Republic","2015","2015",39817,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","1999","1999",20,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2000","2000",12,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2001","2001",20,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2002","2002",28,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2003","2003",30,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2004","2004",32,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2005","2005",44,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2006","2006",49,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2007","2007",43,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2008","2008",44,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2009","2009",64,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2010","2010",80,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2011","2011",104,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2012","2012",71,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2013","2013",119,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","MKD","The former Yugoslav Republic of Macedonia","2014","2014",106,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2001","2001",14,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2002","2002",24,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2003","2003",16,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2004","2004",16,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2005","2005",16,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2006","2006",12,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2007","2007",12,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2008","2008",13,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2009","2009",12,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2010","2010",27,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2012","2012",26,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2013","2013",6,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","EGY","Egypt","2015","2015",7,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2000","2000",6163,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2001","2001",6058,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2002","2002",6068,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2003","2003",6426,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2004","2004",6189,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2005","2005",6856,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2006","2006",6537,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2007","2007",6080,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2008","2008",5887,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2009","2009",6072,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2010","2010",6116,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2011","2011",5956,,
"26255","Graduates from ISCED 5 programmes in tertiary education, female (number)","ARM","Armenia","2012","2012",5532,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2001","2001",280,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2002","2002",375,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2003","2003",396,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2004","2004",347,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2005","2005",639,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2006","2006",983,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2007","2007",1505,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2008","2008",811,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2009","2009",1192,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2010","2010",1716,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2011","2011",1059,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2012","2012",1055,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2014","2014",847,,
"26335","Graduates from ISCED 8 programmes in tertiary education, female (number)","THA","Thailand","2015","2015",1111,,
"26415","Graduates from tertiary education, female (number)","MUS","Mauritius","2015","2015",4298,,
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DMA","Dominica","1999","1999",,"a","Category not applicable"
"26295","Graduates from ISCED 8 programmes in tertiary education, both sexes (number)","DMA","Dominica","2000","2000",,"a","Category not applicable"
"26415","Graduates from tertiary education, female (number)","JPN","Japan","1999","1999",557983,,
"26415","Graduates from tertiary education, female (number)","JPN","Japan","2000","2000",537527,,
"26415","Graduates from tertiary education, female (number)","JPN","Japan","2001","2001",527614,,
"26415","Graduates from tertiary education, female (number)","JPN","Japan","2002","2002",511822,,
"26415","Graduates from tertiary education, female (number)","JPN","Japan","2003","2003",509916,,
"26415","Graduates from tertiary education, female (number)","JPN","Japan","2004","2004",518410,,
"26415","Graduates from tertiary education, female (number)","JPN","Japan","2005","2005",523363,,
"26415","Graduates from tertiary education, female (number)","JPN","Japan","2006","2006",526070,,
"26415","Graduates from tertiary education, female (number)","JPN","Japan","2007","2007",518953,,
"26415","Graduates from tertiary education, female (number)","JPN","Japan","2008","2008",501361,,
